rxns	rxnNames	FV_GEM	FV_ecModel
EX_gmp_e	GMP exchange	252.774039869478	2.70700398041779e-05
H2O2tex	Hydrogen peroxide transport via diffusion (external)	999.382492289167	0.00086946666880855
ADEtex	Adenine transport via diffusion (extracellular to periplasm)	1000	0.251148261545497
ADNtex	Adenosine transport via diffusion (extracellular to periplasm)	1000	0.0023599493464177
AGMtex	Agmatine transport via diffusion (extracellular to periplasm)	7.74269414138828e-08	3.76553893621789e-08
ALAtex	L-alanine transport via diffusion (extracellular to periplasm)	274.444222219411	0.000235979300232003
BALAtex	Beta-alanine transport via diffusion (extracellular to periplasm)	55.9771138262502	1.71055634858273e-05
DALAtex	D-Alanine transport via diffusion (extracellular to periplasm)	55.97711382625	1.71055634872949e-05
AMPtex	AMP transport via diffusion (extracellular to periplasm)	209.412883219921	0.00026093811960945
ARBtex	L-arabinose transport via diffusion (extracellular to periplasm)	209.412883219921	0.00026093811960945
ARGtex	L-arginine transport via diffusion (extracellular to periplasm)	209.412883219921	0.00026093811960945
ASCBtex	L-ascorbate transport via diffusion (extracellular to periplasm)	1998.20878012595	0.00508308472255434
FE3HOXtonex	Fe(III)hydroxamine transport via ton system (extracellular)	209.412883219921	0.00026093811960945
MMETtex	S-methyl-L-methionine transport via diffusion (extracellular to periplasm)	209.412883219921	0.000260938119606841
FE3tex	Iron (III) transport via diffusion (extracellular to periplasm)	999.857995717005	0.000746023209548669
MG2tex	Magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	999.857995717005	0.000711514256883816
Zn2tex	Zinc (Zn+2) transport via diffusion (extracellular to periplasm)	628.04809212809	0.000262334883680104
MMETt2pp	S-methylmethionine permease (periplasm)	628.190096411091	0.000666326943253171
CD2tex	Cadmium (Cd+2) transport via diffusion (extracellular to periplasm)	998.318486769426	0.00480810063420956
GLUABUTt7pp	4-aminobutyrate/glutamate antiport (periplasm)	998.318486769427	0.00480983849937866
GLUt2rpp	L-glutamate transport via proton symport, reversible (periplasm)	431.060196002384	0.00245944020278865
GLYALDtpp	Glyceraldehyde facilitated diffusion (periplasm)	823.332666658237	0.000719597928962597
EX_frulys_e	Fructoselysine exchange	1000	0.00702780086637489
METOX1s	Methionine oxidation (spontaneous)	166.368172712349	0.000518378085042845
METOX2s	Methionine oxidation 2 (spontaneous)	628.048092128093	0.000262334883681936
FRUURtex	D-fructuronate transport via diffusion (extracellular)	248.761753522344	0.000184789622746602
ECAtpp	Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)	1602.63880386322	0.00266752425252359
O16AUNDtpp	O16 antigen (flippase, cytoplasm to periplasm)	274.444222219411	0.000235979300229549
GLYCAt2rpp	D-glycerate transport via proton symport, reversible (periplasm)	499.104518137046	0.00144656548543806
GLYCAtex	D-glycerate transport via diffusion (extracellular to periplasm)	754.725368038597	0.00107199059738319
EX_enlipa_e	Phosphoethanolamine KDO(2)-lipid (A) exchange	1000	0.00015058900320486
EX_hacolipa_e	Hepta-acylated core oligosaccharide lipid A (E. coli) exchange	252.774039869477	0.000209200271986898
GLYC3Pt6pp	Glycerol-3-phosphate : phosphate antiporter (periplasm)	1490.918462333	0.162749132747877
GLYCLTt4pp	Glycolate transport via sodium symport (periplasm)	1000	0.284077584325985
GLYCtpp	Glycerol transport via channel (periplasm)	1000	0.0232295663692526
HISt2rpp	L-histidine reversible transport via proton symport (periplasm)	1000	0.0239106630573174
COBALT2tex	Cobalt (Co+2) transport via diffusion (extracellular to periplasm)	503.147740735579	0.000159309471679275
FALGTHLs	Formaldehyde glutathione ligase (spontaneous)	999.100605847404	0.000884473405398434
DIMPtex	DIMP transport via diffusion (extracellular to periplasm)	999.873042984864	0.00101216939240362
GALURt2rpp	D-galacturonate transport via proton symport, reversible (periplasm)	524.240852375935	0.00281518649058088
GLCNt2rpp	D-gluconate transport via proton symport, reversible (periplasm)	9.96550511445093e-07	1999.99003549247
GLCRt2rpp	D-glucarate transport via proton symport, reversible (periplasm)	1199.63775184383	7.04341753161794e-05
EX_ala__D_e	D-Alanine exchange	1000	9.2666224310034e-06
XTSNtex	Xanthosine transport via diffusion (extracellular to periplasm)	1000	5.20207180075494
EX_hdca_e	Hexadecanoate (n-C16:0) exchange	823.332666658238	0.000178023223635416
EX_glcr_e	D-Glucarate exchange	0.000128099691138004	2.09395339955835e-06
HYPOE	Hypothetical enyme	998.209036274091	0.0110243075290049
UREAtpp	Urea transport via facilitate diffusion (periplasm)	998.209036274093	0.00986947839306396
XANt2pp	Xanthine transport in via proton symport (periplasm)	998.209036274093	6.29136843030842e-05
PPPNt2rpp	3-phenylpropionate transport via proton symport, reversible (periplasm)	998.209036274092	0.0103317534779446
PTRCORNt7pp	Putrescine/ornithine antiporter (periplasm)	998.209036274092	8.87679088271143e-05
HG2tex	Mercury (Hg+2) transport via diffusion (extracellular to periplasm)	999.873042984864	0.00644809426690929
NADPPPS	NADP phosphatase	88.3898269062093	3.47905399104958e-05
EX_mnl_e	D-Mannitol exchange	999.873042984864	0.00101216939240362
DHAtex	Dihydroxyacetone transport via diffusion (extracellular to periplasm)	1000	0.295227677070788
ETOHtex	Ethanol transport via diffusion (extracellular to periplasm)	999.100605847404	0.00107199059738319
EX_asn__L_e	L-Asparagine exchange	999.100605847405	0.0011873738159149
EX_mal__L_e	L-Malate exchange	1.14887615370407e-06	1.14867760368787e-06
NMNN	NMN nucleosidase	646.912825369112	0.000784692252671882
EX_no2_e	Nitrite exchange	431.060196002387	0.00245944020267408
ACACtex	Acetoacetate transport via diffusion (extracellular to periplasm)	548.888444438825	0.000471958600472909
ACNAMtex	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	1000	0.111695169537408
ASO3t8pp	Arsenite efflux via ATP hydrolysis (periplasm)	999.100605847404	0.00126447470660855
H2Stex	H2s transport via diffusion (extracellular to periplasm)	999.100605847403	0.00144007864110954
OMCDC	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	417.124673327271	0.000262109521205256
EX_nh4_e	Ammonia exchange	753.199154088174	0.000302727535615332
EX_ddca_e	Dodecanoate (n-C12:0) exchange	999.100605847403	0.0017164162995008
FORt2pp	Formate transport via proton symport (uptake only, periplasm)	252.774039869477	0.00020920027197624
EX_r5p_e	Alpha-D-Ribose 5-phosphate exchange	998.209036274093	0.000180916565284461
EX_glyc2p_e	Glycerol 2-phosphate exchange	499.104518137046	0.00144656548532197
4PEPTtex	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	503.147740735579	0.00015930947167217
EX_pnto__R_e	(R)-Pantothenate exchange	1252.77403986948	0.111695169540798
HPPPNt2rpp	3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)	236.211003081233	0.00497510713844888
EX_gam_e	D-Glucosamine exchange	185.156884679921	0.00071194084640136
EX_inost_e	Myo-Inositol exchange	209.412883219921	0.00026093811960945
EX_mobd_e	Molybdate exchange	1000	0.000578444979034032
EX_phe__L_e	L-Phenylalanine exchange	1000	0.139691955984603
EX_thr__L_e	L-Threonine exchange	503.147740735586	0.000159309471668617
EX_uri_e	Uridine exchange	503.147740735586	0.000159309471668617
H2St1pp	H2s transport (periplasm)	1000	0.0247904659020626
EX_halipa_e	Hepta-acylated KDO(2)-lipid (A) exchange	1000	0.139691955978725
EX_cmp_e	CMP exchange	736.433844053318	0.000244987028765992
EX_csn_e	Cytosine exchange	2.56173764899515e-08	7.51860564017731e-09
EX_etoh_e	Ethanol exchange	191.050409084595	3.00850345628992e-05
EX_his__L_e	L-Histidine exchange	7.74269414138828e-08	3.77942384056614e-08
EX_k_e	K+ exchange	252.774039869477	0.000209200271975241
EX_na1_e	Sodium exchange	252.774039869477	0.000209200271990007
EX_dmso_e	Dimethyl sulfoxide exchange	273.238440623326	1.38091783292715e-05
EX_12ppd__S_e	(S)-Propane-1,2-diol exchange	1000	0.0203094421636315
EX_pppn_e	Phenylpropanoate exchange	998.209036274093	0.000883730953840089
EX_galt_e	Galactitol exchange	998.209036274093	0.000432590749188777
FECRMUtex	Ferrichrome (minus Fe) secretion (to extracellular)	1000	0.000578444978980241
CLtex	Chloride (Cl-1) transport via diffusion (extracellular to periplasm)	1000	0.0247904659030953
EX_glcur1p_e	D-Glucuronate 1-phosphate exchange	1000	0.00217053457220706
EX_thrp_e	L-Threonine O-3-phosphate exchange	1000	0.00930360034284357
EX_pydxn_e	Pyridoxine exchange	27.9885569131251	8.5526370005376e-06
EX_gsn_e	Guanosine exchange	1000	0.208913745821079
EX_orot_e	Orotate exchange	1000	5.00266349998854
G6Pt6_2pp	Glucose-6-phosphate transport via phosphate antiport (periplasm)	7.74269414138828e-08	3.76553893621789e-08
EX_o2_e	oxygen exchange	1000	0.111695169532879
EX_gal1p_e	Alpha-D-Galactose 1-phosphate exchange	2.56173348805761e-08	1.24570966943973e-08
EX_dcmp_e	DCMP exchange	51.0854542658596	2.21320494941836e-05
EX_23ccmp_e	2',3'-Cyclic CMP exchange	51.0854542658596	2.21320494941836e-05
EX_3cmp_e	3'-cmp exchange	1000	2.45363068136462e-06
EX_skm_e	Shikimate exchange	1000	0.000473489028045116
EX_ag_e	Silver exchange	1000	0.0207600595934707
EX_cys__D_e	D-Cysteine exchange	2000	1.36339393885807
EX_acser_e	O-Acetyl-L-serine exchange	999.382492289167	0.000795571525669558
EX_arbtn_e	Aerobactin minus Fe3 exchange	628.048092128094	0.000262334883666504
EX_dopa_e	Dopamine exchange	998.318486769427	0.00480086655677381
EX_hom__L_e	L-Homoserine exchange	240.166898102219	0.000156100116438074
THRt2pp	L-threonine efflux transport via proton antiport (periplasm)	240.166898102219	0.000156100116438074
EX_LalaDgluMdapDala_e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange	999.382492289167	0.000745824837861786
CYSDtex	D-cysteine transport via diffusion (extracellular to periplasm)	1000	0.0150521647782359
EX_so2_e	Sulfur dioxide exchange	274.287651657317	7.25355842775064e-06
EX_dms_e	Dimethyl sulfide exchange	1000	0.00139813430617371
G3PGtex	Glycerophoglycerol transport via diffusion (extracellular to periplasm)	136.198648162233	0.000162630803398622
EX_acgal1p_e	N-Acetyl-D-galactosamine 1-phosphate exchange	1860.74328304404	1005.8853894169
EX_cyan_e	Hydrogen cyanide exchange	546.166423996798	1.45483920833689e-05
EX_tyrp_e	Phosphotyrosine exchange	540.446192345335	1.4548392081315e-05
EX_14glucan_e	1,4-alpha-D-glucan exchange	1000	4.95779147436988
EX_fe3dhbzs_e	Ferric 2,3-dihydroxybenzoylserine exchange	1000	0.022225509766109
EX_g3pg_e	Glycerophosphoglycerol exchange	1000	0.305110572683256
EX_g3pi_e	Sn-Glycero-3-phospho-1-inositol exchange	431.060196002388	0.00203879079368718
EX_g3ps_e	Glycerophosphoserine exchange	1000	0.0219835989666113
UMPtex	UMP transport via diffusion (extracellular to periplasm)	514.296353744402	0.000128655972041161
G1Ptex	D-glucose 1-phosphate transport via diffusion	1000	0
CUt3	Copper transport out via proton antiport	817.139216340641	0.00088796029443558
ZN2t3pp	Zinc (Zn+2) transport out via proton antiport (periplasm)	367.870966786058	8.00380974357862e-05
SKMtex	Shikimate transport via diffusion (extracellular to periplasm)	577.942321827063	0.000108475388111096
MNt2pp	Manganese (Mn+2) transport in via proton symport (periplasm)	1000	0.15255528636014
O2Stex	Superoxide anion transport via diffusion (extracellular to periplasm)	588.5297421395	0.0257179465709678
EX_dimp_e	DIMP exchange	1000	0.00288577052188543
HOMtex	L-homoserine transport via diffusion (extracellular to periplasm)	5.97930238654953e-07	2.90749939349782e-07
SO2tpp	SO2 transport via diffusion (periplasm)	1000	0.164604523368586
CYStpp	L-cysteine export via facilitated transport	705.370997088504	0.000811359504643505
2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	0.000128099691138004	2.09395339955835e-06
2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	1000	0.0282304304922319
2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	1159.36619630262	0.305683235347805
12DGR141tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)	1250.82506766581	0.310057748095439
CLPNH161pp	Cardiolipin hydrolase (periplasm, n-C16:1)	1000	0.0282304304986098
CLPNH181pp	Cardiolipin hydrolase (periplasm, n-C18:1)	145.079166738938	0.000185755097657947
EX_dgmp_e	DGMP exchange	1000	0.152555286343206
EX_manglyc_e	2(alpha-D-Mannosyl)-D-glycerate exchange	1000	0.0152987666385418
FE3DHBZStonex	Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)	1000	0.00930360034279783
AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	853.803436711332	0.0170777024923969
23DAPPAtex	2,3-diaminopropionate transport via diffusion	1000	0.0152853210693848
FEOXAMtonex	Ferroxamine transport via ton system (extracellular)	1000	0.015298766638016
EX_tsul_e	Thiosulfate exchange	2000	0.176063021439962
EX_n2o_e	Nitrous oxide exchange	2000	0.417098321932062
EX_maltttr_e	Maltotetraose exchange	1000	0.0412568488555259
UDCPPtppi	Undecaprenyl phosphate transport (cytoplasm to periplasm)	1000	0.021153015674933
MELIBt3ipp	Melibiose transport in via antiport (periplasm)	639.1986916383	0.000174662058190111
EX_pydx_e	Pyridoxal exchange	993.797878586468	0.00223983874008873
EX_g1p_e	D-Glucose 1-phosphate exchange	1000	0.0224860096187979
NAt3pp	Sodium transport out via proton antiport (cytoplasm to periplasm)	1000	0.305110572696393
DHORDfum	Fumarate dependent DHORD	1000	0.15255528636014
DSBGGT	DsbG:glutathione thiotransferase	1000	0.101703524239037
DM_oxam_c	Sink needed to allow oxamate to leave system	209.412883219921	0.000260938119610261
PDX5PO2	Pyridoxine 5'-phosphate oxidase (anaerboic	627.359482629743	0.000859238887541913
HG2t3pp	Mercury (Hg+2) transport out via proton antiport (periplasm)	155.614366582902	0.00020920027198057
EX_alaala_e	D-Alanyl-D-alanine exchange	996.07163007281	0.0845408403455643
EX_dtmp_e	DTMP exchange	437.977814094254	0.00123359439191387
12PPDRtpp	(R)-Propane-1,2-diol facilitated transport (periplasm)	2.24230160483785e-05	1.12115080030534e-05
SO4t2pp	Sulfate transport in via proton symport (periplasm to cytoplasm)	1000	2.33805712459089
12PPDRtex	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	780.917279937958	0.0217647868951111
GAMAN6Ptex	D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm)	1000	0.0243443077785237
PPALtpp	Propanal transport via channel (periplasm)	1000	0.390117380174777
PROGLYtex	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	1000	0.390117380163208
EX_progly_e	L-Prolinylglycine exchange	1000	0.96647995763848
2AGPA160tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)	2000	0.0257315189480524
2AGPA180tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)	191.610054624312	0.000586339538980928
2AGPA141tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)	1000	0.0207600595916375
2AGPE140tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)	137.527247801661	0.000188481629910691
2AGPA161tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)	178.86282119833	0.000187062750742623
2AGPA181tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)	1000	0.0235077350890296
2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)	511.997517749261	1.14479392125943e-05
GTHOXtex	Glutathione (ox) transport via diffusion (extracellular to periplasm)	1000	2.48030505623796
DSBAO1	DsbA protein reoxidation reaction (aerobic)	1000	0.305110572691101
CGLYabcpp	L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)	155.614366582903	0.000209200272007992
12DGR161tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)	500	0.00477714954071602
12DGR181tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)	1000	0.0152987666382656
ALAt4pp	L-alanine transport in via sodium symport (periplasm)	462.43101975813	0.000244987028765409
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	686.400762566019	0.000167364963973626
EX_tungs_e	Tungstate exchange	7.68521294935987e-08	3.7370849890713e-08
EX_crn__D_e	D-carnitine exchange	1000	0.305110572708646
CHLt2pp	Choline transport via proton symport (periplasm)	3.71049964087433e-08	1.08344770277831e-08
FRULYSt2pp	Fructoselysine transport via proton symport (periplasm)	1000	0.019971527342989
DM_aacald_c	Sink needed to allow aminoacetaldehyde to leave system	1000	0.0290839023129719
COBALT2t3pp	Cobalt (Co+2) transport out via proton antiport (periplasm)	1000	0.152555286355117
23DAPPAt2pp	2,3-diaminopropionate transport in via proton symport	1000	0.101703524235082
CAt6pp	Calcium / sodium antiporter (1:1)	1000	0.0152853210693848
LYSt2pp	L-lysine transport in via proton symport (periplasm)	500	0.00477714954071602
GLYt2pp	Glycine transport in via proton symport (periplasm)	236.211003081234	0.00497510713795409
BALAt2pp	Beta-alanine transport in via proton symport (periplasm)	274.44422221941	0.000235979300229549
DALAt2pp	D-alanine transport in via proton symport (periplasm)	240.166898102219	0.000974496543921696
FE2tpp	Iron (+2) transport in via permease (no H+)	1000.00000008145	1999.99959280485
MN2tpp	Manganese transport in via permease (no H+)	1000	0.013656979647802
MG2tpp	Magnesium (+2) transport in via diffusion	252.774039869477	0.000209200271986898
NI2t3pp	Nickle (Ni+2) transport out via proton antiport (periplasm)	2000	0.258588279969566
CU2tpp	Copper transport in via permease (no H+)	496.898939293234	0.00020798721235521
FE2t3pp	Iron (Fe+2) transport out via proton antiport (periplasm)	1000	4.95779147471954
CD2tpp	Cadmium (+2) transport in via permease (no H+)	628.048092128094	0.000262334883690485
ETHAt2pp	Ethanolamine transport in via proton symport	139.252438135034	4.85083906046095e-05
FE3abcpp	Iron (III) transport via ABC system (periplasm to cytoplasm)	1000	0.034378056837924
SELGTHR	Selenate glutathione reductase	685.4082459536	0.00144587092249848
SELGTHR3	Selenate glutathione reductase III	206.164673223524	0.000620546663241909
DOXRBCNtex	Doxorubicin transport via diffusion (extracellular to periplasm)	993.797878586462	0.0217647868934394
DOXRBCNtpp	Doxorubicin transport via TolC system	1000	0.00620871286930225
ETOHtrpp	Ethanol reversible transport via diffusion (periplasm)	1000	0.0042529894615555
I4FE4SR	ISC [4Fe-4S] Reduction	1000	0.00324394026635133
CMtex	Chloramphenicol transport via diffusion (extracellular to periplasm)	1000	0.417098321875221
LALADGLUtex	L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)	354.389011926914	0.000192931102808852
LALALGLUtpp	L-alanyl-L-glutamate transport in via proton symport (periplasm)	200.24159541418	0.000521691871938984
EX_LalaLglu_e	L-alanine-L-glutamate exchange	240.166898102219	0.000156100116441987
EX_ttrcyc_e	Tetracycline exchange	0.00130856993906292	0.00130843520701875
EX_mincyc_e	Minocycline exchange	0.0013085699391695	0.00130843148256086
DM_4crsol_c	Sink needed to allow p-Cresol to leave system	0.00130856993911088	0.00130843520690176
FESD1s	Iron-sulfur cluster damage (peroxide, spontaneous)	0.00130856993905581	0.0013084352106255
EX_fusa_e	Fusidic acid exchange	524.240852375933	0.00281518649062806
FESD2s	Iron-sulfur cluster damage (nitrous oxide, spontaneous)	793.975185485439	0.0235222121104005
MEOHtrpp	Methanol reversible transport via diffusion (periplasm)	686.400762566019	0.000164001664184399
SELtex	Selenate transport via diffusion (extracellular to periplasm)	1999.99077579507	0.0331983360864868
CDGS	7-deaza-7-carboxyguanine synthase	7.68521294935987e-08	3.7370849890713e-08
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)	1846.81986453819	0.00564773777491728
TTRCYCtex	Tetracycline transport via diffusion (extracellular to periplasm)	1846.81986453819	0.00564773777541894
FESR	Iron-sulfur cluster repair	431.060196002388	0.00203879079339223
SLNTtex	Selenite transport via diffusion (extracellular to periplasm)	2.61687699553217e-07	1.27528467224781e-07
SELGTHR2	Selenate glutathione reductase II	1000	0.0234446147328775
RFAMPtpp	Rifampin transport via TolC system	2.87195689452346e-09	1999.99997128384
BTNtex	Biotin transport via diffusion (extracellular to periplasm)	1000	0.00301075344357571
ARBTtex	Arbutin transport via diffusion (extracellular to periplasm)	1000	0.00301075344364676
EX_arbt_e	Arbutin exchange	545.278102698963	7.31296959753935e-05
DMSOtpp	Dimethyl sulfoxide transport via diffusion (periplasm)	159.366196302618	0.000572662650882315
PYDXtpp	Pyridoxal import	250.825067665806	0.00494717541340203
SUCASPtpp	Succinate:aspartate antiporter (periplasm)	322.626918594228	0.000903397794824568
SUCMALtpp	Succinate:malate antiporter (periplasm)	390.749221991679	2.53681135694295e-05
PYDXNtpp	Pyridoxine import	671.09583053545	0.0063680127172
PYDAMtex	Pyridoxamine transport via diffusion (extracellular)	160.319768596207	0.000188178149740453
TARTt2_3pp	D-tartrate transport via proton symport (3 H) (periplasm)	745.233876448341	0.000795571525681105
SUCTARTtpp	Succinate:D-tartrate antiporter (periplasm)	1000	0.305110572688813
CHTBStex	Chitobiose transport via diffusion (extracellular to periplasm)	787.16347002031	0.00103354035465906
TRPtipp	L-tryptophan transport out (periplasm)	12.7713635664649	5.53291873667261e-06
SPMDt3pp	Spermidine transport out via proton antiport (periplasm)	580.444091552132	0.000192491400033079
FEENTERES	Enterochelin Esterase (Fe containing)	1000	0.00239144567726129
CLBtex	Cellobiose transport transport via diffusion extracellular to periplasm 	499.104518137048	0.00155513425507087
CHOLATEtpp	Cholate transport via proton antiport	1000	0.0152987666393467
4ABZGLUtr	P-aminobenzoyl glutamate:H+ symporter	1000	0.0152987666373814
CYSItpp	Cystine efflux transport	1000	0.0152987666373814
CLtipp	Chloride ion transport in via diffusion (periplasm)	232.222034185657	0.000125600679400151
PItpp	Phosphate export via facillated diffusion (periplasm)	232.222034185657	0.000125600679396085
LEUt3pp	L-leucine transport out via proton antiport (periplasm)	1000	0.0152853210696122
INSt3pp	Inosine transport out via proton antiport (perisplasm)	1000	0.0152853210696122
INDOLEt2rpp	Indole transport via proton symport, reversible (periplasm)	1000	0.0152987666376987
ILEt2rpp	L-isoleucine reversible transport via proton symport (periplasm)	1000	0.0152987666393467
GLYtpp	Glycine transport via facillitated diffusion	1000	0.0152987666378888
FADt	FAD transporter, periplasm	500	0.00764938331877183
FADtex	FAD transport, outer membrane	1000	0.152555286340853
4HBZt3pp	4-hydroxybenzoate transport out via antiporter	580.444091552132	0.00019249140004482
EX_mepn_e	Methylphosphonic acid exchange	47.762602271149	7.52113135464051e-06
SERtpp	L-serine export via facilitated transport	12.7713635664649	5.53291873618575e-06
DHGLYH	Dehydroglycine Hydratase	51.0854542658596	2.21320494952215e-05
EX_sq_e	Sulphoquinovose exchange	12.7713635664649	5.53291873618575e-06
URATEtpp	Uric acid transporter	12.7713635664649	5.53291873618575e-06
CS1tex	Cesium transport via diffusion	1000	0.000204650035266374
ADOCBLtonex	Adenosylcobalimin transport via ton system (extermal)	500	0.00764938331912646
MEPNtex	Methylphosphonic acid transport via diffusion (extracellular to periplasm)	500	0.00764266053474216
EX_4abzglu_e	4-aminobenzoyl-glutamate exchange	500	0.00764266053455261
METGLCURtex	1-O-methyl-Beta-D-glucuronate via diffusion (extracellular)	12.7713635664649	5.53291873667261e-06
FMNt	FMN transporter, periplasm	12.7713635664649	5.53291873667261e-06
SUCCt1pp	Succinate transport via diffusion in (periplasm)	1000	0
BIOMASS_Ec_iML1515_core_75p37M	biomass pseudoreaction	2000	6.78235841746755e-05
BIOMASS_Ec_iML1515_WT_75p37M	E. coli biomass objective function (iML1515) - WT - with 75.37 GAM estimate	1000	6.78235841746755e-05
EX_akg_e_REV	2-Oxoglutarate exchange (reversible)	47.762602271149	7.5211313541317e-06
EX_ala__L_e_REV	L-Alanine exchange (reversible)	274.444222219412	0.000187020443887162
EX_glcn_e_REV	D-Gluconate exchange (reversible)	1000	0.000395735511389717
EX_gln__L_e_REV	L-Glutamine exchange (reversible)	1000	0.000422660916072023
EX_man_e_REV	D-Mannose exchange (reversible)	753.199154088176	0.000302727535586455
EX_co2_e_REV	carbon dioxide exchange (reversible)	218.918959101065	7.16020297447661e-06
EX_ile__L_e_REV	L-Isoleucine exchange (reversible)	500	0.0076426605342057
EX_lac__L_e_REV	L-Lactate exchange (reversible)	509.922474891101	0.00764938331864695
EX_leu__L_e_REV	L-Leucine exchange (reversible)	500	0.00764938331814437
EX_no3_e_REV	Nitrate exchange (reversible)	1000	0.0152853210701016
EX_orn_e_REV	Ornithine exchange (reversible)	1000	0.0152987666383414
EX_pro__L_e_REV	L-Proline exchange (reversible)	500	0.00764938331879194
EX_succ_e_REV	Succinate exchange (reversible)	232.222034185657	0.000125600679400151
EX_thymd_e_REV	Thymidine exchange (reversible)	251.573870367794	0.000185653589851894
EX_tyr__L_e_REV	L-Tyrosine exchange (reversible)	274.444222219413	0.000185653589851894
EX_btn_e_REV	Biotin exchange (reversible)	999.116122337317	0.00328738745625116
EX_ptrc_e_REV	Putrescine exchange (reversible)	998.209036274094	0.00328738745647376
EX_fru_e_REV	D-Fructose exchange (reversible)	500	0.0016924581452788
EX_trp__L_e_REV	L-Tryptophan exchange (reversible)	274.44422221941	0.000233807291047938
EX_din_e_REV	Deoxyinosine exchange (reversible)	274.444222219414	0.000235979300232891
EX_fmn_e_REV	FMN exchange (reversible)	274.444222219413	0.000233807291036583
EX_sucr_e_REV	Sucrose exchange (reversible)	500	0.00764938331927248
EX_tre_e_REV	Trehalose exchange (reversible)	500	0.00764938331905029
EX_zn2_e_REV	Zinc exchange (reversible)	999.999871925926	2.7665061871244e-05
EX_tmao_e_REV	Trimethylamine N-oxide exchange (reversible)	251.573870367792	0.000187020443878478
EX_26dap__M_e_REV	Meso-2,6-Diaminoheptanedioate exchange (reversible)	251.573870367793	0.000185653589848109
EX_acnam_e_REV	N-Acetylneuraminate exchange (reversible)	274.444222219411	0.000235979300264854
EX_amp_e_REV	AMP exchange (reversible)	274.444222219409	0.00023380729104705
EX_dha_e_REV	Dihydroxyacetone exchange (reversible)	251.573870367792	0.000187020443880175
EX_fuc__L_e_REV	L-Fucose exchange (reversible)	1000	0.015298766637336
EX_glyald_e_REV	D-Glyceraldehyde exchange (reversible)	500	0.0076493833192508
EX_rmn_e_REV	L-Rhamnose exchange (reversible)	500	0.00764938331866323
EX_ttdca_e_REV	Tetradecanoate (n-C14:0) exchange (reversible)	500	0.00764938331881382
EX_glyclt_e_REV	Glycolate exchange (reversible)	1000	0.015298766637905
EX_g6p_e_REV	D-Glucose 6-phosphate exchange (reversible)	1000	0.0152987666373843
EX_2ddglcn_e_REV	2-Dehydro-3-deoxy-D-gluconate exchange (reversible)	500	0.00764938331956877
EX_galct__D_e_REV	D-Galactarate exchange (reversible)	500	0.00764938331931081
EX_idon__L_e_REV	L-Idonate exchange (reversible)	500	0.00764938331881382
EX_galur_e_REV	D-Galacturonate exchange (reversible)	1000	0.305110572694105
EX_but_e_REV	Butyrate (n-C4:0) exchange (reversible)	1000	0.0221304026412899
EX_gbbtn_e_REV	Gamma-butyrobetaine exchange (reversible)	1000	0.157167388813758
EX_h2s_e_REV	Hydrogen sulfide exchange (reversible)	628.190096411094	0.000666326943223022
EX_gthrd_e_REV	Reduced glutathione exchange (reversible)	1000	0.00369137951635357
