rxns	rxnNames	grRules	subSystems	Std_GEM	Std_ecM	Std_ecP	HiT_GEM	HiT_ecM	HiT_ecP	LpH_GEM	LpH_ecM	LpH_ecP	Osm_GEM	Osm_ecM	Osm_ecP
r_0270	H2O[c]+octadecanoyl-[acp][c]=>ACP1[c]+stearate[c]	KLMA_40526	Fatty acid biosynthesis	0.000205903973005027	0.000167737116761286	0.000180706027194	0.00018251308746594	0.000132324676551529	0.000180706027194	0.00018251308746594	0.000132324676551529	0.000120276693219327	0.00018251308746594	0.000132324676551529	0.000100651991111954
r_0271	H2O[m]+octadecanoyl-[acp][m]=>ACP1[m]+stearate[m]	KLMA_40526	Fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0272	acetyl-CoA[m]+acyl-CoA[m]<=>3-oxoacyl-CoA[m]+coenzyme A[m]	KLMA_20220	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0273	hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0274	hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0275	Palmitoyl-CoA hydrolase	KLMA_60086	Fatty acid elongation	0	-0	0	0	0	0	0	0	0	0	0	0
r_0276	myristoyl-CoA:acetylCoA C-myristoyltransferase	KLMA_20220	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0277	myristoyl-CoA:acetylCoA C-myristoyltransferase	KLMA_20220	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0278	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0279	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0280	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0281	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0282	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0283	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0284	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0285	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0286	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0287	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0288	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0289	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0290	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0291	(S)-Hydroxydecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0292	(S)-Hydroxydecanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0293	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0294	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0295	(S)-Hydroxyoctanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0296	(S)-Hydroxyoctanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0297	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0298	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0299	(S)-Hydroxyhexanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0300	(S)-Hydroxyhexanoyl-CoA hydro-lyase	KLMA_70426	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0301	trans-Dec-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0302	trans-Dec-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0303	trans-Dodec-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0304	trans-Dodec-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0305	trans-Hex-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0306	trans-Hex-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0307	trans-Oct-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0308	trans-Oct-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0309	trans-Tetradec-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0310	trans-Tetradec-2-enoyl-CoA reductase	KLMA_60271	Fatty acid elongation	0	0	0	0	0	0	0	0	0	0	0	0
r_0311	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	KLMA_60445	Synthesis and degradation of ketone bodies	0.0699542558450913	0.0569872427959522	0.0613934518824	0.062007386401224	0.0449561707995107	0.0613934518824	0.062007386401224	0.0449561707995107	0.0408630608087438	0.062007386401224	0.0449561707995107	0.0341957225730249
r_0312	Acyl-CoA:cholesterol O-acyltransferase	KLMA_30485	Steroid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0313	Farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase	KLMA_20722	Steroid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0314	cholesterol ester acylhydrolase	KLMA_30221	Steroid biosynthesis	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
r_0315	Presqualene diphosphate:farnesyl-diphosphate farnesyltransferase	KLMA_20722	Steroid biosynthesis	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
r_0316	Squalene,hydrogen-donor:oxygen oxidoreductase (2,3-epoxidizing)	KLMA_30204	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0317	(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)	KLMA_30341	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0318	S-Adenosyl-L-methionine:zymosterol C-methyltransferase	KLMA_30671	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0319	4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase	KLMA_80276	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0320	Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)	KLMA_20551	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0321	ergosterol:NADP+ D24(241)-oxidoreductase	KLMA_40436	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0322	4alpha-methylzymosterol-4-carboxylate[c]+NADP(+)[c]=>3-dehydro-4-methylzymosterol[c]+carbon dioxide[c]+H+[c]+NADPH[c]	KLMA_40026	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0323	4alpha-methylzymosterol:NADP+ 3-oxidoreductase	KLMA_40163	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0324	fecosterol[r]=>episterol[r]	KLMA_60457	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0325	episterol[r]+NADP(+)[r]=>5,7,24(28)-ergostatrienol[r]+H+[r]+NADPH[r]	KLMA_20308	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0326	5,7,24(28)-ergostatrienol[r]+NADP(+)[r]=>ergosta-5,7,22,24(28)-tetraen-3beta-ol[r]+H+[r]+NADPH[r]	KLMA_60417	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0327	14-demethyllanosterol[c]+3 H+[c]+3 NADPH[c]+3 oxygen[c]=>4alpha-methylzymosterol-4-carboxylate[c]+4 H2O[c]+3 NADP(+)[c]	KLMA_50284	Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0328	4alpha-methylzymosterol[c]+3 H+[c]+3 NADPH[c]+3 oxygen[c] => carbon dioxide[c]+4 H2O[c]+3 NADP(+)[c]+zymosterol[c]		Steroid biosynthesis	0.0116590426408486	0.00949787379932537	0.0102322419804	0.010334564400204	0.00749269513325178	0.0102322419804	0.010334564400204	0.00749269513325178	0.00681051013479063	0.010334564400204	0.00749269513325178	0.00569928709550415
r_0329	Acyl-CoA:cholesterol O-acyltransferase	KLMA_30485	Steroid biosynthesis	0.000165368114048812	0.000134714892058437	0.000145130832	0.00014658214032	0.000106274060640233	0.000145130832	0.00014658214032	0.000106274060640233	9.65980871152109e-05	0.00014658214032	0.000106274060640233	8.08368566304221e-05
r_0330	3alpha,7alpha-dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)	KLMA_50235	Primary bile acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0331	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	KLMA_70426 or KLMA_30357	Primary bile acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0332	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	KLMA_70426	Primary bile acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0333	17beta-Hydroxyandrostan-3-one:(acceptor) delta4-oxidoreductase	KLMA_70185	Steroid hormone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0334	3-Oxo-5alpha-steroid:(acceptor) delta4-oxidoreductase	KLMA_70185	Steroid hormone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0335	Estrone 3-sulfate sulfohydrolase	KLMA_60006 or KLMA_80180	Steroid hormone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0336	Glycerol:NAD+ oxidoreductase	KLMA_30577 or KLMA_10683 or KLMA_20619 or KLMA_30016	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0337	Phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase	KLMA_60455	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0338	Phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase	KLMA_60455	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0339	Phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase	KLMA_60455	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0340	sn-glycerol-3-phosphate phosphohydrolase	KLMA_70183	Glycerolipid metabolism	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
r_0341	ATP:glycerol 3-phosphotransferase	KLMA_80412	Glycerolipid metabolism	0	-0	-0	0	-0	0	0	-0	0	0	0	0
r_0342	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	KLMA_30247 or KLMA_30327	Glycerolipid metabolism	0.00187586501372084	0	0	0.0016627649788728	0.0012055292358174	0	0.0016627649788728	0	0	0.0016627649788728	0	0.00091697865724838
r_0343	ATP:glycerone phosphotransferase	KLMA_50161	Glycerolipid metabolism	-0	0	0	0	-0	-0	0	0	-0	0	0	-0
r_0344	glycerol:NAD+ 2-oxidoreductase	KLMA_20619 or KLMA_30016	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0345	Glycerol:NADP+ oxidoreductase	KLMA_40102 or KLMA_40220 or KLMA_80306 or KLMA_20158 or KLMA_80339 or KLMA_60425	Glycerolipid metabolism	0	0	0	0	-0	0	0	0	0	0	0	0
r_0346	1-acylglycerol acylhydrolase	KLMA_50217	Glycerolipid metabolism	-0	-0	0	-0	-0	0	-0	-0	-0	-0	-0	0
r_0347	1,2-Diacyl-sn-glycerol 3-phosphate phosphohydrolase	KLMA_30412	Glycerolipid metabolism	0.000159048689690518	-0	-0	0.0001409806085292	0.000102212914493383	-0	0.0001409806085292	0.000102212914493383	-0	0.0001409806085292	0.000102212914493383	-0
r_0348	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	KLMA_40179 or KLMA_60451 or KLMA_10402	Glycerolipid metabolism	0.00187586501372084	0.00152815033036338	0.00164630195928	0.0016627649788728	0.0012055292358174	0.00164630195928	0.0016627649788728	0.0012055292358174	0.00174466764211036	0.0016627649788728	0.0012055292358174	0.00091697865724838
r_0349	Triacylglycerol acylhydrolase	KLMA_30505 or KLMA_60413 or KLMA_60415 or KLMA_60426 or KLMA_10741 or KLMA_10124 or KLMA_10508 or KLMA_10402	Glycerolipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0350	acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase	KLMA_20208	Glycerolipid metabolism	0.000159048689690518	0.000129566910871772	0.00013958476092	0.0001409806085292	0.000102212914493383	0.00013958476092	0.0001409806085292	0.000102212914493383	9.29066602147367e-05	0.0001409806085292	0.000102212914493383	7.77477338949023e-05
r_0351	1,2-diacyl-sn-glycerol acylhydrolase	KLMA_30505 or KLMA_60413 or KLMA_60415 or KLMA_60426 or KLMA_10741 or KLMA_10124 or KLMA_10508 or KLMA_10402	Glycerolipid metabolism	-0	0	0	0	0	0	-0	0	0	-0	0	0
r_0352	Acyl-CoA:2-acylglycerol O-acyltransferase	KLMA_20208	Glycerolipid metabolism	0	0	0	-0	0	0	0	0	0	0	0	0
r_0353	Phosphatidylcholine 2-acylhydrolase	KLMA_10402	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0354	Phosphatidylcholine 2-acylhydrolase	KLMA_10402	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0355	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	KLMA_10179	Glycerophospholipid metabolism	0.00187586501372084	-0	-0	0.0016627649788728	0.0012055292358174	0	0.0016627649788728	-0	0	0.0016627649788728	-0	0.00091697865724838
r_0356	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase	KLMA_30722	Glycerophospholipid metabolism	-0	0	0	-0	0	-0	-0	0	0	-0	0	0
r_0357	Acyl-CoA:glycerone-phosphate O-acyltransferase	KLMA_30247 or KLMA_30327	Glycerophospholipid metabolism	0	0.00152815033036338	0.00164630195928	0	0	0.00164630195928	0	0.0012055292358174	0.00174466764211036	0	0.0012055292358174	0
r_0358	ATP:choline phosphotransferase	KLMA_50492	Glycerophospholipid metabolism	0	0	0	0	0	0	0	-0	0	0	-0	0
r_0359	sn-Glycero-3-phosphocholine glycerophosphohydrolase	KLMA_50022 or KLMA_40537	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0360	Phosphatidylcholine phosphatidohydrolase	KLMA_40231	Glycerophospholipid metabolism	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0	-0
r_0361	Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase	KLMA_40179 or KLMA_70286	Glycerophospholipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0362	S-Adenosyl-L-methionine:phosphatidyl-N-dimethylethanolamine N-methyltransferase	KLMA_30035	Glycerophospholipid metabolism	0.000586525264506697	0.000477805717917991	0.00051474796164	0.0005198954412564	0.000376932001090422	0.00051474796164	0.0005198954412564	0.000376932001090422	0.000991513056463159	0.0005198954412564	0.000376932001090422	0.000286711008284543
r_0363	CDP-choline:1,2-diacyl-sn-glycerol cholinephosphotransferase	KLMA_60263	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0364	ATP:ethanolamine O-phosphotransferase	KLMA_50492	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0365	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase	KLMA_50022 or KLMA_40537	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0366	CTP:phosphatidate cytidyltransferase	KLMA_60275	Glycerophospholipid metabolism	0.00113029105952363	0.00092077770157362	0.00099196923672	0.0010018889290872	0.000726384320233593	0.00099196923672	0.0010018889290872	0.000726384320233593	0.00130914826648807	0.0010018889290872	0.000726384320233593	0.000552519915068935
r_0367	CTP:phosphatidate cytidyltransferase	KLMA_60275	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0368	CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	KLMA_10439	Glycerophospholipid metabolism	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
r_0369	CTP:choline-phosphate cytidylyltransferase	KLMA_60090	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	-0	0	0	0
r_0370	Phosphatidylglycerophosphate phosphohydrolase	KLMA_60091	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0371	CTP:ethanolamine-phosphate cytidylyltransferase	KLMA_40044	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0372	Phosphatidylethanolamine phosphatidohydrolase	KLMA_40231	Glycerophospholipid metabolism	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
r_0373	Phsophatidyl-L-serine carboxy-lyase	KLMA_20751 or KLMA_30194	Glycerophospholipid metabolism	0.000728446542385016	0.00059342012509179	0.00063930131496	0.0006456943281096	0.000468138046176686	0.00063930131496	0.0006456943281096	0.000468138046176686	0.00107441491479811	0.0006456943281096	0.000468138046176686	0.000356086353457009
r_0374	Phsophatidyl-L-serine carboxy-lyase	KLMA_20751 or KLMA_30194	Glycerophospholipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0375	S-Adenosyl-L-methionine:phosphatidylethanolamine N-methyltransferase	KLMA_40103 or KLMA_30035	Glycerophospholipid metabolism	0.000586525264506697	0.000477805717917991	0.00051474796164	0.0005198954412564	0.000376932001090422	0.00051474796164	0.0005198954412564	0.000376932001090422	0.000991513056463159	0.0005198954412564	0.000376932001090422	0.000286711008284543
r_0376	CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase	KLMA_60263	Glycerophospholipid metabolism	0	0	0	0	-0	0	0	-0	0	0	-0	0
r_0377	1-Acyl-sn-glycero-3-phosphocholine acylhydrolase	KLMA_50177 or KLMA_10260 or KLMA_30152	Glycerophospholipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0378	acylglycerone phosphate[c]+H+[c]+NADPH[c]=>1-acyl-sn-glycerol 3-phosphate[c]+NADP(+)[c]	KLMA_60542	Glycerophospholipid metabolism	-0	0.00152815033036338	0.00164630195928	-0	0	0.00164630195928	-0	0.0012055292358174	0.00174466764211036	-0	0.0012055292358174	0
r_0379	1-Acyl-sn-glycero-3-phosphoethanolamine aldehydohydrolase	KLMA_50177 or KLMA_10260 or KLMA_30152	Glycerophospholipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0380	L-2-Lysophosphatidylethanolamine aldehydohydrolase	KLMA_50177 or KLMA_10260 or KLMA_30152	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0381	S-Adenosyl-L-methionine:phosphatidyl-N-methylethanolamine N-methyltransferase	KLMA_30035	Glycerophospholipid metabolism	0.000586525264506697	0.000477805717917991	0.00051474796164	0.0005198954412564	0.000376932001090422	0.00051474796164	0.0005198954412564	0.000376932001090422	0.000991513056463159	0.0005198954412564	0.000376932001090422	0.000286711008284543
r_0382	Acyl-CoA:1-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase	KLMA_40179 or KLMA_70286	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0383	2 phosphatidylglycerol[m]<=>cardiolipin[m]+glycerol[m]	KLMA_60515	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0384	acyl-CoA:1-acyl-sn-glycero-3-phosphoinositol O-acyltransferase	KLMA_40179 or KLMA_70286	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0385	acyl-CoA[c]+monolysocardiolipin[c]<=>cardiolipin[c]+coenzyme A[c]	KLMA_40179 or KLMA_70286	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0386	cardiolipin acylhydrolase	KLMA_30089	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0387	S-adenosyl-L-methionine:1,2-diacyl-sn-glycerol 3-amino-3-carboxypropyltransferase	KLMA_40266	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0388	S-adenosylmethionine:diacylglycerylhomoserine N-methyltransferase (diacylglyceryl-N,N,N-trimethylhomoserine-forming)	KLMA_40266	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0389	1,2-diacyl-sn-glycerol[c]+CTP[c]<=>CDP[c]+phosphatidate[c]	KLMA_20319	Glycerophospholipid metabolism	0	-0.000129566910871772	-0.00013958476092	0	0	-0.00013958476092	0	0	-9.29066602147367e-05	0	0	-7.77477338949023e-05
r_0390	CDPethanolamine:1-alkyl-2-acylglycerol ethanolaminephosphotransferase	KLMA_60263	Ether lipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0391	CMP[c]+O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c]<=>1-alkenyl-2-acylglycerol[c]+CDP-ethanolamine[c]	KLMA_60263	Ether lipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0392	dihydroceramide[m]+2 ferrocytochrome b5[m]+2 H+[m]+oxygen[m]<=>2 ferricytochrome b5[m]+2 H2O[m]+N-acylsphingosine[m]	KLMA_40111	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0393	Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating)	KLMA_10498 or KLMA_10599	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0394	N-Acylsphingosine amidohydrolase	KLMA_10782	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0395	UDP-glucose:N-acylsphingosine D-glucosyltransferase	KLMA_20600	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0396	ATP:sphingosine 1-phosphotransferase;	KLMA_40194	Sphingolipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0397	ATP:sphinganine 1-phosphotransferase	KLMA_40194	Sphingolipid metabolism	-0	0	0	-0	0	0	-0	0	0	-0	0	0
r_0398	Sphinganine:NADP+ 3-oxidoreductase	KLMA_50073	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0399	beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase	KLMA_30009	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0400	Sulfatide sulfohydrolase;	KLMA_60006 or KLMA_80180	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0401	sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming)	KLMA_30426	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0402	acyl-CoA:sphingosine N-acyltransferase	KLMA_30063 or KLMA_80123	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0403	N-acylsphingosine amidohydrolase	KLMA_10782	Sphingolipid metabolism	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
r_0404	3-sn-phosphatidate phosphohydrolase	KLMA_30412 or KLMA_10342 or KLMA_10078 or KLMA_20679	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0405	3-sn-phosphatidate phosphohydrolase	KLMA_30412 or KLMA_10078 or KLMA_20679	Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
