OG	sceGenes	enzNames	sce_uniprot	kma_uniprot	yli_uniprot	sce	kma	yli
OG0003029	YPL262W	FUM1	P08417	W0TJM6	Q6CCT2	0.000761035046904763	0.00194006929888412	0.020540741207368
OG0003486	YIL145C	PAN6	P40459	W0TGN7	Q6CFK9	0	0	0
OG0002950	YBR006W	UGA2	P38067	W0TF38	Q6C0B4	0	0	0
OG0002769	YFL018C	LPD1	P09624	W0TFW6	Q6C8C6	0.0433058089578228	0	0.111143175634781
OG0002013	YMR120C	ADE17	P38009	W0T9L0	Q6C7Y2	0.0619367767079537	0.0598629557962447	0.0785870151794488
OG0002823	YKL029C	MAE1	P36013	W0TFM2	Q6C5F0	0.00950248815379352	0	0.075401405148414
OG0002483	YGR060W	ERG25	P53045	W0TD26	Q6C231	0	0	0
OG0002861	YBR029C	CDS1	P38221	W0TFG2	Q6C5X0	0.173852916607869	0	0.168317401661819
OG0001642	YGR185C	TYS1	P36421	W0T9M1	Q6CBV3	0.124641349346207	0	0
OG0001813	YCR053W	THR4	P16120	W0TAG0	Q6C0N3	0.000268189540912582	0	0.000286271494343737
OG0002409	YGL009C	LEU1	P07264	W0TCR6	Q6CG29	0.221516190999698	0	0.212187064809432
OG0003189	YBR111C	YSA1	Q01976	W0TG34	Q6C0B7	0	0	0
OG0002728	YDL178W	DLD2	P46681	W0TFC1	Q6CCU5	0	0	0
OG0000760	YMR313C	TGL3	P40308	W0T3Z8	Q6C8R8	0	0	0
