OG	sceGenes	enzNames	sce_uniprot	kma_uniprot	yli_uniprot	sce	kma	yli
OG0001711	YGL184C	STR3	P53101	W0T870	Q6CAR4	0	0	0
OG0002118	YJR016C	ILV3	P39522	W0TB52	Q6CAY2	0.109962850418965	0.167431272782577	0.323647993907093
OG0003029	YPL262W	FUM1	P08417	W0TJM6	Q6CCT2	0.0128716146241056	0.0194852139129568	0.029837206977399
OG0003486	YIL145C	PAN6	P40459	W0TGN7	Q6CFK9	0	1	0
OG0002950	YBR006W	UGA2	P38067	W0TF38	Q6C0B4	0.0530522676805996	0	0
OG0002769	YFL018C	LPD1	P09624	W0TFW6	Q6C8C6	0.438054981891262	0.000449413208685542	0.160696204825882
OG0002013	YMR120C	ADE17	P38009	W0T9L0	Q6C7Y2	0.0442459092913635	0.0854967579050212	0.0724128387771406
OG0002823	YKL029C	MAE1	P36013	W0TFM2	Q6C5F0	0.0101463379373174	0	0.0288263426932366
OG0002483	YGR060W	ERG25	P53045	W0TD26	Q6C231	0.00390861837976586	0	0.99
OG0002861	YBR029C	CDS1	P38221	W0TFG2	Q6C5X0	0.252307748286717	0	0
OG0001642	YGR185C	TYS1	P36421	W0T9M1	Q6CBV3	0.200765357850464	0	0
OG0001813	YCR053W	THR4	P16120	W0TAG0	Q6C0N3	0.000294059868515211	0	0.000187922327592613
OG0002409	YGL009C	LEU1	P07264	W0TCR6	Q6CG29	0.244088350706434	0.194776252170252	0.204613458329717
OG0003189	YBR111C	YSA1	Q01976	W0TG34	Q6C0B7	0	0	0
OG0002728	YDL178W	DLD2	P46681	W0TFC1	Q6CCU5	0	0	0
OG0000760	YMR313C	TGL3	P40308	W0T3Z8	Q6C8R8	0	0	0
