OG..	S.cer	K.marx	Y.lipo
OG0000869	YMR216C	KLMA_10319	YALI0A18590g
OG0001307	YLR330W	KLMA_20465	YALI0E16170g
OG0002131	YGR188C	KLMA_40284	YALI0B23144g
OG0001139	YOR242C	KLMA_20203	YALI0D06710g
OG0003417	YPR167C	KLMA_70271	YALI0B08140g
OG0003008	YJL126W	KLMA_60032	YALI0F29139g
OG0001801	YOR259C	KLMA_30466	YALI0E21868g
OG0003383	YBR132C	KLMA_70214	YALI0C07678g
OG0002998	YGR232W	KLMA_60051	YALI0C01221g
OG0001740	YER157W	KLMA_30374	YALI0F17666g
OG0003056	YOR022C	KLMA_80084	YALI0B06094g
OG0003355	YIL063C	KLMA_70173	YALI0E10901g
OG0001601	YJL101C	KLMA_30154	YALI0E30129g
OG0002230	YLR399C	KLMA_40460	YALI0E20537g
OG0002435	YGR029W	KLMA_50206	YALI0D25894g
OG0001704	YLR312W-A	KLMA_30308	YALI0F06732g
OG0002456	YBR042C	KLMA_50234	YALI0F02937g
OG0001727	YPL054W	KLMA_30354	YALI0B12540g
OG0003315	YPR037C	KLMA_70117	YALI0C23078g
OG0002472	YJL154C	KLMA_50259	YALI0E17413g
OG0002067	YDR128W	KLMA_40162	YALI0A18744g
OG0001607	YJL095W	KLMA_30160	YALI0F08855g
OG0002269	YKL183W	KLMA_40527	YALI0E19052g
OG0003077	YNL026W	KLMA_80114	YALI0C06974g
OG0002764	YJR116W	KLMA_60428	YALI0B01804g
OG0002272	YKL188C	KLMA_40533	YALI0D04246g
OG0000875	YMR223W	KLMA_10308	YALI0C09438g
OG0001127	YDR049W	KLMA_20180	YALI0E26081g
OG0002294	YDR457W	KLMA_40567	YALI0B05940g
OG0001085	YJL041W	KLMA_20095	YALI0B02706g
OG0001856	YBR080C	KLMA_30551	YALI0E29249g
OG0000763	YMR300C	KLMA_10505	YALI0B15304g
OG0002566	YPR110C	KLMA_50426	YALI0E23947g
OG0003234	YBL086C	KLMA_80387	YALI0E24915g
OG0002893	YOR346W	KLMA_60218	YALI0F09141g
OG0002108	YDR335W	KLMA_40242	YALI0D04444g
OG0002172	YHR132C	KLMA_40356	YALI0B13310g
OG0001666	YKR070W	KLMA_30251	YALI0A01045g
OG0003401	YDL150W	KLMA_70237	YALI0F03300g
OG0000897	YMR001C	KLMA_10270	YALI0D26015g
OG0002336	YOR194C	KLMA_50026	YALI0C10472g
OG0002063	YLR097C	KLMA_40157	YALI0E32439g
OG0001376	YOR131C	KLMA_20585	YALI0D21318g
OG0000967	YJL203W	KLMA_10150	YALI0B21032g
OG0002221	YML077W	KLMA_40448	YALI0B10318g
OG0001882	YAL044C	KLMA_30589	YALI0E00242g
OG0002223	YLR407W	KLMA_40450	YALI0B11506g
OG0003162	YAL042W	KLMA_80245	YALI0C13112g
OG0002001	YMR135C	KLMA_40059	YALI0D10791g
OG0002777	YGL248W	KLMA_60406	YALI0E32527g
OG0002500	YLR200W	KLMA_50313	YALI0D17086g
OG0002638	YDR179W-A	KLMA_50552	YALI0A14740g
OG0000972	YNL247W	KLMA_10137	YALI0D15268g
OG0002620	YDR164C	KLMA_50516	YALI0E22044g
OG0002828	YMR075W	KLMA_60325	YALI0E12991g
OG0002252	YJR139C	KLMA_40491	YALI0D01089g
OG0001692	YER170W	KLMA_30292	YALI0F26521g
OG0003152	YNL097C	KLMA_80227	YALI0E08822g
OG0003363	YER058W	KLMA_70188	YALI0C05104g
OG0001260	YDL092W	KLMA_20391	YALI0F24013g
OG0001817	YCR060W	KLMA_30496	YALI0C01397g
OG0002263	YML080W	KLMA_40516	YALI0B21516g
OG0001435	YJR002W	KLMA_20682	YALI0B10065g
OG0003099	YIL099W	KLMA_80141	YALI0E05203g
OG0003117	YNL056W	KLMA_80166	YALI0D26125g
OG0001374	YDR386W	KLMA_20581	YALI0C14960g
OG0000624	YPL070W	KLMA_10753	YALI0F27599g
OG0001638	YJL024C	KLMA_30206	YALI0E29733g
OG0003057	YOR021C	KLMA_80085	YALI0B18546g
OG0003046	YGR193C	KLMA_80065	YALI0B09845g
OG0001106	YKR026C	KLMA_20137	YALI0C18161g
OG0001888	YAL049C	KLMA_30599	YALI0F30547g
OG0002527	YDR324C	KLMA_50356	YALI0F08657g
OG0001334	YPR179C	KLMA_20500	YALI0E28204g
OG0001889	YAL053W	KLMA_30600	YALI0C02409g
OG0002056	YDR115W	KLMA_40143	YALI0D12793g
OG0003297	YDL056W	KLMA_70081	YALI0A19778g
OG0002746	YLR377C	KLMA_60452	YALI0A15972g
OG0002441	YPR010C	KLMA_50214	YALI0E09845g
OG0003327	YPR031W	KLMA_70132	YALI0D25674g
OG0001793	YOR253W	KLMA_30455	YALI0A10571g
OG0003326	YBL104C	KLMA_70131	YALI0D18788g
OG0002668	YNL212W	KLMA_50599	YALI0D05665g
OG0003412	YHR073W	KLMA_70257	YALI0E22781g
OG0000935	YDL013W	KLMA_10201	YALI0C24299g
OG0002165	YIL044C	KLMA_40340	YALI0F14267g
OG0001241	YAL012W	KLMA_20354	YALI0F05874g
OG0001186	YBR221C	KLMA_20278	YALI0E27005g
OG0002112	YKL160W	KLMA_40252	YALI0E10131g
OG0001911	YOR158W	KLMA_30647	YALI0E08602g
OG0002643	YDR183W	KLMA_50558	YALI0A00781g
OG0000896	YOL005C	KLMA_10271	YALI0D26301g
OG0002316	YML014W	KLMA_40600	YALI0D12837g
OG0001650	YLR019W	KLMA_30223	YALI0D11726g
OG0003357	YER069W	KLMA_70175	YALI0B17666g
OG0003156	YOR104W	KLMA_80231	YALI0E06809g
OG0003174	YMR033W	KLMA_80264	YALI0B10934g
OG0002595	YFR033C	KLMA_50475	YALI0F24673g
OG0000683	YGL068W	KLMA_10643	YALI0F17556g
OG0002757	YJR121W	KLMA_60435	YALI0B03982g
OG0000686	YLR418C	KLMA_10638	YALI0A04345g
OG0002170	YIL026C	KLMA_40350	YALI0F19382g
OG0002190	YOL127W	KLMA_40393	YALI0F25531g
OG0002948	YDR005C	KLMA_60127	YALI0F10541g
OG0000730	YNL139C	KLMA_10569	YALI0A16588g
OG0003181	YNL282W	KLMA_80279	YALI0F07447g
OG0001133	YPL146C	KLMA_20192	YALI0A05181g
OG0000810	YKR081C	KLMA_10418	YALI0A03905g
OG0001725	YBR155W	KLMA_30350	YALI0F10153g
OG0002438	YLR336C	KLMA_50208	YALI0D16313g
OG0000993	YEL064C	KLMA_10102	YALI0E28358g
OG0001915	YDR410C	KLMA_30652	YALI0E22913g
OG0002564	YPR108W	KLMA_50418	YALI0B22286g
OG0002538	YER007C-A	KLMA_50376	YALI0A17380g
OG0001578	YMR113W	KLMA_30111	YALI0A10032g
OG0001400	YOL144W	KLMA_20630	YALI0A15708g
OG0003111	YNL051W	KLMA_80157	YALI0F05280g
OG0000813	YOR074C	KLMA_10414	YALI0C10901g
OG0002450	YJR057W	KLMA_50226	YALI0C13354g
OG0002118	YJR016C	KLMA_40259	YALI0C23408g
OG0003092	YNL035C	KLMA_80134	YALI0E19404g
OG0002150	YOL098C	KLMA_40320	YALI0D15642g
OG0001934	YGL220W	KLMA_30676	YALI0D20504g
OG0002732	YIL078W	KLMA_60476	YALI0F11231g
OG0001255	YMR150C	KLMA_20383	YALI0F27423g
OG0001285	YJR101W	KLMA_20425	YALI0B16742g
OG0002492	YLR191W	KLMA_50299	YALI0C05775g
OG0001026	YDR525W-A	KLMA_10039	YALI0B20966g
OG0001700	YLL031C	KLMA_30302	YALI0E12089g
OG0002233	YLR396C	KLMA_40466	YALI0F04125g
OG0001588	YER140W	KLMA_30135	YALI0B00286g
OG0000868	YMR215W	KLMA_10320	YALI0A03597g
OG0001647	YLR023C	KLMA_30218	YALI0B11242g
OG0003351	YIL068C	KLMA_70168	YALI0D08492g
OG0001925	YDR419W	KLMA_30666	YALI0C01573g
OG0000912	YBR213W	KLMA_10243	YALI0E11385g
OG0001707	YLR305C	KLMA_30314	YALI0E28153g
OG0003055	YOR023C	KLMA_80083	YALI0B05676g
OG0001604	YJL097W	KLMA_30158	YALI0F11935g
OG0002868	YNL129W	KLMA_60261	YALI0B14729g
OG0001385	YDR374C	KLMA_20607	YALI0F18876g
OG0002416	YML064C	KLMA_50169	YALI0D03157g
OG0001456	YMR185W	KLMA_20721	YALI0C07909g
OG0000859	YGR244C	KLMA_10336	YALI0D04741g
OG0001868	YKL110C	KLMA_30568	YALI0E01738g
OG0002975	YGR207C	KLMA_60079	YALI0C20449g
OG0000873	YMR220W	KLMA_10313	YALI0E06193g
OG0001131	YDR137W	KLMA_20189	YALI0F29513g
OG0001678	YOR069W	KLMA_30270	YALI0A16797g
OG0001366	YDR472W	KLMA_20562	YALI0B05720g
OG0003390	YMR179W	KLMA_70224	YALI0E02442g
OG0003452	YHR030C	KLMA_70325	YALI0B02816g
OG0001087	YKL152C	KLMA_20098	YALI0B02728g
OG0001344	YER049W	KLMA_20514	YALI0B21098g
OG0003290	YLR386W	KLMA_70071	YALI0B22682g
OG0001891	YDL202W	KLMA_30605	YALI0C10802g
OG0001577	YMR112C	KLMA_30110	YALI0E20053g
OG0001442	YJL006C	KLMA_20694	YALI0E13640g
OG0002227	YLR403W	KLMA_40457	YALI0F11487g
OG0002719	YDL185W	KLMA_60497	YALI0A09900g
OG0001033	YCL055W	KLMA_10029	YALI0C17017g
OG0002024	YDR064W	KLMA_40094	YALI0F11055g
OG0001709	YLR309C	KLMA_30319	YALI0F30855g
OG0002191	YNL306W	KLMA_40394	YALI0E14124g
OG0001522	YKL212W	KLMA_30028	YALI0D05995g
OG0002839	YHL015W	KLMA_60313	YALI0E20581g
OG0002281	YPL211W	KLMA_40546	YALI0E34287g
OG0002149	YMR035W	KLMA_40318	YALI0B10978g
OG0001939	YGL226W	KLMA_30685	YALI0F26675g
OG0003061	YDL112W	KLMA_80092	YALI0D10989g
OG0000807	YJR052W	KLMA_10420	YALI0D21208g
OG0001355	YDR464W	KLMA_20550	YALI0E30349g
OG0002773	YFR051C	KLMA_60410	YALI0E32542g
OG0002571	YGR095C	KLMA_50432	YALI0F20240g
OG0000960	YJL194W	KLMA_10161	YALI0C00671g
OG0001564	YOR294W	KLMA_30083	YALI0A12067g
OG0001913	YOR157C	KLMA_30649	YALI0D14058g
OG0002384	YOR329C	KLMA_50111	YALI0E11165g
OG0001430	YDL104C	KLMA_20677	YALI0D07920g
OG0001671	YOR058C	KLMA_30258	YALI0F15763g
OG0000664	YHR104W	KLMA_10683	YALI0D07634g
OG0003366	YNR032C-A	KLMA_70194	YALI0A02871g
OG0003336	YBL095W	KLMA_70146	YALI0E28578g
OG0001076	YHR028C	KLMA_20083	YALI0B02838g
OG0002055	YLR090W	KLMA_40140	YALI0D02937g
OG0002785	YPL041C	KLMA_60394	YALI0C10736g
OG0003402	YDL153C	KLMA_70238	YALI0F20372g
OG0003253	YHL032C	KLMA_80412	YALI0F00484g
OG0002695	YBR296C	KLMA_60556	YALI0E23859g
OG0000724	YML114C	KLMA_10576	YALI0E03256g
OG0003354	YIL064W	KLMA_70172	YALI0E10923g
OG0001495	YPL138C	KLMA_20788	YALI0D25696g
OG0001046	YDR067C	KLMA_20030	YALI0B13926g
OG0001878	YOR358W	KLMA_30585	YALI0B03322g
OG0001845	YDR462W	KLMA_30535	YALI0C16478g
OG0000850	YGR286C	KLMA_10356	YALI0D15400g
OG0001160	YBR235W	KLMA_20235	YALI0B04378g
OG0002124	YGL172W	KLMA_40273	YALI0C23166g
OG0002185	YMR024W	KLMA_40385	YALI0D18150g
OG0001632	YJL026W	KLMA_30199	YALI0B03630g
OG0002222	YJR125C	KLMA_40449	YALI0D13442g
OG0002725	YDL128W	KLMA_60487	YALI0B09273g
OG0000758	YHR206W	KLMA_10510	YALI0D14520g
OG0002594	YFR031C	KLMA_50472	YALI0F24783g
OG0001450	YDR054C	KLMA_20706	YALI0C06149g
OG0003333	YPR025C	KLMA_70141	YALI0A06996g
OG0002401	YGR163W	KLMA_50141	YALI0D10307g
OG0002823	YKL029C	KLMA_60335	YALI0E18634g
OG0001223	YBR018C	KLMA_20331	YALI0F23947g
OG0003470	YBL029C-A	KLMA_70355	YALI0B00770g
OG0003100	YNL036W	KLMA_80142	YALI0F21406g
OG0002687	YNL232W	KLMA_50622	YALI0A05995g
OG0001171	YGL201C	KLMA_20254	YALI0B16544g
OG0002469	YJL157C	KLMA_50256	YALI0F20680g
OG0001388	YOR124C	KLMA_20610	YALI0D03531g
OG0001169	YCR090C	KLMA_20251	YALI0E24783g
OG0002721	YDL133W	KLMA_60495	YALI0D12496g
OG0001762	YLR015W	KLMA_30407	YALI0D04807g
OG0000832	YKL170W	KLMA_10392	YALI0F17512g
OG0000785	YHR183W	KLMA_10468	YALI0B15598g
OG0002655	YLR241W	KLMA_50574	YALI0F22033g
OG0002409	YGL009C	KLMA_50154	YALI0B01364g
OG0002693	YDL240W	KLMA_50632	YALI0F13211g
OG0002088	YGR019W	KLMA_40198	YALI0E18238g
OG0003124	YJR095W	KLMA_80177	YALI0E34672g
OG0001369	YOR142W	KLMA_20568	YALI0E24013g
OG0001902	YLR355C	KLMA_30631	YALI0D03135g
OG0001051	YBL021C	KLMA_20036	YALI0F17072g
OG0001760	YJL035C	KLMA_30405	YALI0E13728g
OG0000659	YDR268W	KLMA_10692	YALI0C18425g
OG0002534	YIR004W	KLMA_50371	YALI0F12111g
OG0001305	YGR021W	KLMA_20463	YALI0E16214g
OG0001254	YPL034W	KLMA_20379	YALI0C09394g
OG0002128	YDL043C	KLMA_40278	YALI0D25652g
OG0000890	YML121W	KLMA_10280	YALI0A10098g
OG0002488	YMR228W	KLMA_50293	YALI0B01980g
OG0001438	YJR013W	KLMA_20687	YALI0A20922g
OG0002156	YPL012W	KLMA_40328	YALI0E07425g
OG0002765	YJR105W	KLMA_60427	YALI0F23463g
OG0001524	YJR075W	KLMA_30031	YALI0F07260g
OG0002052	YLR086W	KLMA_40135	YALI0C19129g
OG0002864	YHR124W	KLMA_60266	YALI0B14773g
OG0001690	YER172C	KLMA_30289	YALI0F20724g
OG0002728	YDL178W	KLMA_60482	YALI0C06446g
OG0002618	YLR142W	KLMA_50513	YALI0B09625g
OG0001975	YDR177W	KLMA_40020	YALI0F02563g
OG0002852	YOR301W	KLMA_60287	YALI0E10329g
OG0002428	YLR347C	KLMA_50191	YALI0D12144g
OG0001521	YKL213C	KLMA_30027	YALI0D11132g
OG0001698	YER164W	KLMA_30300	YALI0C00363g
OG0002434	YLR337C	KLMA_50203	YALI0D26191g
OG0001308	YKL149C	KLMA_20467	YALI0D11352g
OG0001691	YER171W	KLMA_30290	YALI0F20746g
OG0002845	YFL023W	KLMA_60298	YALI0D19822g
OG0003335	YBL097W	KLMA_70144	YALI0B03476g
OG0002439	YGR026W	KLMA_50211	YALI0D00275g
OG0001271	YGL100W	KLMA_20406	YALI0B16610g
OG0001484	YHR140W	KLMA_20765	YALI0E14146g
OG0000670	YHL029C	KLMA_10671	YALI0C00473g
OG0000998	YCR044C	KLMA_10094	YALI0D25454g
OG0003146	YOR091W	KLMA_80214	YALI0D07018g
OG0000638	YJR034W	KLMA_10726	YALI0C16731g
OG0002179	YKL021C	KLMA_40369	YALI0F12661g
OG0002479	YGR063C	KLMA_50280	YALI0F13354g
OG0001081	YHR023W	KLMA_20088	YALI0F13343g
OG0002385	YOR326W	KLMA_50113	YALI0E00176g
OG0001967	YJL074C	KLMA_30727	YALI0A00616g
OG0002593	YFR030W	KLMA_50471	YALI0E16368g
OG0002909	YMR059W	KLMA_60184	YALI0D26576g
OG0002873	YNL124W	KLMA_60254	YALI0B10219g
OG0000895	YOL004W	KLMA_10272	YALI0D26315g
OG0001444	YJL030W	KLMA_20696	YALI0E13684g
OG0003141	YNL090W	KLMA_80208	YALI0C13530g
OG0003349	YNL313C	KLMA_70165	YALI0D00297g
OG0002550	YIL004C	KLMA_50394	YALI0F25223g
OG0003193	YBR115C	KLMA_80299	YALI0E06457g
OG0000800	YHR020W	KLMA_10435	YALI0E05027g
OG0001474	YNL175C	KLMA_20747	YALI0A03773g
OG0000610	YBR185C	KLMA_10778	YALI0B19646g
OG0003474	YBR081C	KLMA_70366	YALI0E32109g
OG0002630	YLR150W	KLMA_50529	YALI0C09262g
OG0003068	YGL153W	KLMA_80104	YALI0E09405g
OG0001905	YLR352W	KLMA_30638	YALI0C06556g
OG0002666	YDL231C	KLMA_50596	YALI0F30921g
OG0001226	YGR084C	KLMA_20337	YALI0E00484g
OG0003426	YPR141C	KLMA_70285	YALI0C12859g
OG0003448	YIR007W	KLMA_70317	YALI0E06149g
OG0002512	YAL067C	KLMA_50332	YALI0F13607g
OG0002138	YLR253W	KLMA_40295	YALI0B01694g
OG0002904	YKL073W	KLMA_60191	YALI0B08778g
OG0003356	YIL062C	KLMA_70174	YALI0E10857g
OG0002258	YJR132W	KLMA_40504	YALI0E16324g
OG0001403	YOL147C	KLMA_20634	YALI0C04092g
OG0001208	YFL028C	KLMA_20309	YALI0D20856g
OG0001351	YFR037C	KLMA_20530	YALI0F04334g
OG0002844	YFL022C	KLMA_60301	YALI0D16643g
OG0001010	YCL027W	KLMA_10068	YALI0E29755g
OG0001228	YPR104C	KLMA_20341	YALI0B15246g
OG0002355	YJL060W	KLMA_50067	YALI0E28787g
OG0001965	YIL154C	KLMA_30721	YALI0D15554g
OG0001275	YBR247C	KLMA_20411	YALI0C04213g
OG0002807	YPL184C	KLMA_60354	YALI0C15400g
OG0002786	YPL040C	KLMA_60393	YALI0C10780g
OG0002244	YHR204W	KLMA_40481	YALI0D12925g
OG0001750	YNL083W	KLMA_30388	YALI0E10813g
OG0003243	YDR364C	KLMA_80400	YALI0D27346g
OG0003398	YDL147W	KLMA_70234	YALI0D09977g
OG0003025	YEL056W	KLMA_80024	YALI0A01331g
OG0001931	YGL215W	KLMA_30675	YALI0E07898g
OG0002654	YLR242C	KLMA_50573	YALI0F30283g
OG0002633	YDR173C	KLMA_50536	YALI0B11286g
OG0001831	YDL208W	KLMA_30516	YALI0F20768g
OG0000905	YMR005W	KLMA_10261	YALI0F06372g
OG0001320	YNL006W	KLMA_20480	YALI0E13530g
OG0003306	YBL047C	KLMA_70099	YALI0C23903g
OG0002533	YER010C	KLMA_50370	YALI0F22209g
OG0002826	YMR073C	KLMA_60328	YALI0C11627g
OG0002101	YKR031C	KLMA_40231	YALI0E18898g
OG0002255	YJR137C	KLMA_40494	YALI0D11176g
OG0000858	YKR054C	KLMA_10343	YALI0E32857g
OG0002790	YPL028W	KLMA_60383	YALI0B08536g
OG0002366	YJL068C	KLMA_50082	YALI0C20405g
OG0000799	YFR025C	KLMA_10436	YALI0E05049g
OG0002507	YLR205C	KLMA_50321	YALI0D25278g
OG0000649	YJR044C	KLMA_10713	YALI0F02277g
OG0000977	YNL251C	KLMA_10131	YALI0E24849g
OG0002299	YDR454C	KLMA_40571	YALI0C16434g
OG0000784	YGR257C	KLMA_10471	YALI0E06897g
OG0002105	YDR337W	KLMA_40239	YALI0C24277g
OG0002106	YHR089C	KLMA_40240	YALI0C24057g
OG0002399	YLR292C	KLMA_50133	YALI0D04895g
OG0001128	YDR047W	KLMA_20181	YALI0C01716g
OG0002960	YHR082C	KLMA_60109	YALI0F11385g
OG0002169	YIL031W	KLMA_40345	YALI0D21120g
OG0000597	YPL098C	KLMA_10798	YALI0F27929g
OG0000721	YML110C	KLMA_10581	YALI0C18205g
OG0001653	YJL005W	KLMA_30227	YALI0B18759g
OG0001732	YBR162C	KLMA_30360	YALI0A17919g
OG0001398	YNL330C	KLMA_20628	YALI0E22935g
OG0000759	YMR312W	KLMA_10509	YALI0D21494g
OG0003428	YPR139C	KLMA_70287	YALI0C14014g
OG0002437	YGR028W	KLMA_50207	YALI0C23749g
OG0002267	YKL181W	KLMA_40524	YALI0B13552g
OG0001796	YPL170W	KLMA_30459	YALI0A20394g
OG0001788	YPL164C	KLMA_30446	YALI0C07260g
OG0001966	YIL155C	KLMA_30722	YALI0B13970g
OG0002514	YPL247C	KLMA_50334	YALI0F31933g
OG0003037	YOL001W	KLMA_80040	YALI0D21472g
OG0002883	YOR115C	KLMA_60239	YALI0E22902g
OG0000666	YLR314C	KLMA_10680	YALI0D23595g
OG0002387	YAL026C	KLMA_50118	YALI0E34551g
OG0002780	YPL046C	KLMA_60398	YALI0A03575g
OG0003149	YOR094W	KLMA_80220	YALI0C14586g
OG0002363	YBR276C	KLMA_50077	YALI0B04290g
OG0002557	YPL260W	KLMA_50407	YALI0A13321g
OG0002677	YNL221C	KLMA_50611	YALI0E29007g
OG0002301	YML028W	KLMA_40574	YALI0B15125g
OG0001813	YCR053W	KLMA_30491	YALI0F23221g
OG0000975	YNL248C	KLMA_10134	YALI0E05225g
OG0000861	YGR246C	KLMA_10333	YALI0E24035g
OG0001248	YOL049W	KLMA_20370	YALI0C17831g
OG0001138	YOR241W	KLMA_20202	YALI0E24497g
OG0000723	YMR272C	KLMA_10577	YALI0F12749g
OG0003270	YLR075W	KLMA_70037	YALI0D13104g
OG0001927	YML007W	KLMA_30670	YALI0F03388g
OG0003020	YGL141W	KLMA_60008	YALI0A20372g
OG0001494	YOR232W	KLMA_20785	YALI0C18513g
OG0001446	YJL008C	KLMA_20699	YALI0D11220g
OG0002898	YDR083W	KLMA_60204	YALI0F17622g
OG0002440	YGR024C	KLMA_50212	YALI0E09823g
OG0001742	YER156C	KLMA_30376	YALI0D24970g
OG0002914	YLL057C	KLMA_60176	YALI0F22825g
OG0003379	YBR136W	KLMA_70210	YALI0F20636g
OG0002423	YLR435W	KLMA_50181	YALI0E15466g
OG0002471	YJL155C	KLMA_50258	YALI0E17633g
OG0001189	YLR259C	KLMA_20282	YALI0F02805g
OG0001295	YHL030W	KLMA_20443	YALI0C03828g
OG0001721	YHR072W	KLMA_30341	YALI0F04378g
OG0002247	YJR143C	KLMA_40486	YALI0E05929g
OG0002860	YDL030W	KLMA_60276	YALI0F09493g
OG0003128	YMR311C	KLMA_80183	YALI0F02233g
OG0001464	YDL215C	KLMA_20734	YALI0E09603g
OG0001842	YDR229W	KLMA_30534	YALI0C03245g
OG0001094	YLL004W	KLMA_20115	YALI0F14773g
OG0002982	YGR215W	KLMA_60068	YALI0E15312g
OG0002821	YHR002W	KLMA_60338	YALI0F15433g
OG0003164	YOL124C	KLMA_80247	YALI0C13882g
OG0003409	YLR207W	KLMA_70251	YALI0F01859g
OG0002365	YBR279W	KLMA_50081	YALI0E22022g
OG0002069	YDR129C	KLMA_40164	YALI0B17622g
OG0002232	YLR397C	KLMA_40465	YALI0E06655g
OG0001486	YLR050C	KLMA_20767	YALI0C18711g
OG0001035	YCL059C	KLMA_10022	YALI0F30393g
OG0002339	YPL116W	KLMA_50033	YALI0A20834g
OG0002887	YOR112W	KLMA_60234	YALI0E27698g
OG0003119	YNL059C	KLMA_80169	YALI0B10538g
OG0001061	YGR149W	KLMA_20052	YALI0F28699g
OG0002448	YJR058C	KLMA_50225	YALI0B04246g
OG0003479	YHR069C	KLMA_70373	YALI0D05511g
OG0001378	YOR129C	KLMA_20596	YALI0A20900g
OG0002089	YER134C	KLMA_40199	YALI0B08294g
OG0001695	YER168C	KLMA_30295	YALI0D03267g
OG0002098	YBR153W	KLMA_40225	YALI0D06501g
OG0000753	YKL070W	KLMA_10520	YALI0F25113g
OG0000845	YCR028C-A	KLMA_10368	YALI0E28721g
OG0001581	YKL135C	KLMA_30117	YALI0F21769g
OG0002243	YHR205W	KLMA_40480	YALI0D14542g
OG0003382	YPR089W	KLMA_70213	YALI0C07843g
OG0001910	YOR159C	KLMA_30646	YALI0D01155g
OG0001518	YCR097W	KLMA_10142 KLMA_30022	YALI0E15510g
OG0001807	YIL075C	KLMA_30478	YALI0F09834g
OG0003011	YJL123C	KLMA_60026	YALI0F24101g
OG0001059	YGL028C	KLMA_20049	YALI0E21109g
OG0001123	YER178W	KLMA_20172	YALI0F20702g
OG0002184	YMR023C	KLMA_40384	YALI0B18612g
OG0003206	YPR060C	KLMA_80332	YALI0E17479g
OG0001159	YGL110C	KLMA_20234	YALI0B18524g
OG0003482	YPL051W	KLMA_70376	YALI0D02995g
OG0001443	YJL031C	KLMA_20695	YALI0E13662g
OG0001751	YNL082W	KLMA_30390	YALI0E10769g
OG0003277	YLR065C	KLMA_70053	YALI0D23441g
OG0001635	YGR175C	KLMA_30204	YALI0E15730g
OG0003209	YPR063C	KLMA_80335	YALI0B21362g
OG0001274	YGL098W	KLMA_20410	YALI0C21626g
OG0001855	YDR313C	KLMA_30550	YALI0D15510g
OG0003522	YFR004W	KLMA_70440	YALI0F26411g
OG0003005	YKR050W	KLMA_60036	YALI0B17864g
OG0001327	YGL187C	KLMA_20491	YALI0E19723g
OG0001144	YPL153C	KLMA_20209	YALI0F27093g
OG0001919	YEL050C	KLMA_30658	YALI0D12606g
OG0002524	YHR077C	KLMA_50353	YALI0E24629g
OG0000852	YJL141C	KLMA_10352	YALI0C16665g
OG0002717	YDL193W	KLMA_60506	YALI0F20108g
OG0001431	YMR166C	KLMA_20678	YALI0F18854g
OG0002801	YGL083W	KLMA_60362	YALI0E08866g
OG0002626	YDR167W	KLMA_50525	YALI0E18051g
OG0001375	YOR132W	KLMA_20584	YALI0D21362g
OG0002402	YGL048C	KLMA_50143	YALI0D17204g
OG0001516	YOR370C	KLMA_20828	YALI0F06116g
OG0000697	YKL195W	KLMA_10623	YALI0E21373g
OG0000952	YOL062C	KLMA_10175	YALI0C12474g
OG0003429	YPR137W	KLMA_70290	YALI0A20614g
OG0001670	YOR057W	KLMA_30257	YALI0F15851g
OG0001628	YJR006W	KLMA_30195	YALI0D05093g
OG0002885	YNL113W	KLMA_60236	YALI0E27676g
OG0002008	YMR127C	KLMA_40073	YALI0D26598g
OG0002136	YLR173W	KLMA_40291	YALI0C10142g
OG0000797	YCL001W	KLMA_10441	YALI0B07425g
OG0000931	YOL073C	KLMA_10207	YALI0D00847g
OG0002793	YPL023C	KLMA_60378	YALI0B14465g
OG0001091	YLL001W	KLMA_20110	YALI0F16379g
OG0002987	YHR147C	KLMA_60063	YALI0F10032g
OG0003446	YER012W	KLMA_70315	YALI0B11374g
OG0002613	YLR137W	KLMA_50504	YALI0D13574g
OG0003178	YDR496C	KLMA_80272	YALI0F17358g
OG0001881	YOR360C	KLMA_30588	YALI0A08041g
OG0003374	YPR098C	KLMA_70203	YALI0B08899g
OG0002304	YDR449C	KLMA_40579	YALI0F14377g
OG0003476	YHR067W	KLMA_70369	YALI0A19096g
OG0002523	YHR076W	KLMA_50352	YALI0E27533g
OG0001875	YDR477W	KLMA_30582	YALI0D02101g
OG0000645	YJR041C	KLMA_10719	YALI0F31449g
OG0002377	YAL034W-A	KLMA_50100	YALI0F06138g
OG0003080	YIL087C	KLMA_80120	YALI0D07568g
OG0000678	YBR038W	KLMA_10658	YALI0B16324g
OG0002907	YMR055C	KLMA_60189	YALI0E09911g
OG0001411	YMR158W	KLMA_20652	YALI0E31317g
OG0001454	YPL237W	KLMA_20717	YALI0E31691g
OG0001694	YER169W	KLMA_30294	YALI0F14487g
OG0002200	YER079W	KLMA_40412	YALI0F31185g
OG0001735	YPR127W	KLMA_30365	YALI0F02013g
OG0002601	YGR132C	KLMA_50483	YALI0E04719g
OG0003295	YLR382C	KLMA_70077	YALI0F02299g
OG0002629	YDR169C	KLMA_50528	YALI0C09232g
OG0003144	YNL092W	KLMA_80211	YALI0D07238g
OG0001039	YPR045C	KLMA_20016	YALI0F27489g
OG0001945	YGL232W	KLMA_30693	YALI0F16137g
OG0003331	YPR026W	KLMA_70139	YALI0E07744g
OG0002769	YFL018C	KLMA_60420	YALI0D20768g
OG0003165	YMR027W	KLMA_80249	YALI0A09812g
OG0001391	YOR123C	KLMA_20613	YALI0B07095g
OG0002382	YOR332W	KLMA_50109	YALI0F15631g
